timestamp,symbol,price,sp500,cac40,nikkei
2021-01-07,GOOGL,88.71700286865234,3803.7900390625,5669.85009765625,27490.130859375
2021-01-08,GOOGL,89.8915023803711,3824.679931640625,5706.8798828125,28139.029296875
2021-01-11,GOOGL,87.81449890136719,3799.610107421875,5662.43017578125,nan
2021-01-12,GOOGL,86.87149810791016,3801.18994140625,5650.97021484375,28164.33984375
2021-01-13,GOOGL,87.36250305175781,3809.840087890625,5662.669921875,28456.58984375
2021-01-14,GOOGL,86.5459976196289,3795.5400390625,5681.14013671875,28698.259765625
2021-01-15,GOOGL,86.38099670410156,3768.25,5611.68994140625,28519.1796875
2021-01-18,GOOGL,nan,nan,5617.27001953125,28242.2109375
2021-01-19,GOOGL,89.22350311279297,3798.909912109375,5598.60986328125,28633.4609375
2021-01-20,GOOGL,94.00350189208984,3851.85009765625,5628.43994140625,28523.259765625
2021-01-21,GOOGL,94.2074966430664,3853.070068359375,5590.7900390625,28756.859375
2021-01-22,GOOGL,94.62799835205078,3841.469970703125,5559.56982421875,28631.44921875
2021-01-25,GOOGL,94.71399688720703,3855.360107421875,5472.35986328125,28822.2890625
2021-01-26,GOOGL,95.39749908447266,3849.6201171875,5523.52001953125,28546.1796875
2021-01-27,GOOGL,90.9469985961914,3750.77001953125,5459.6201171875,28635.2109375
2021-01-28,GOOGL,92.66000366210938,3787.3798828125,5510.52001953125,28197.419921875
2021-01-29,GOOGL,91.36799621582031,3714.239990234375,5399.2099609375,27663.390625
2021-02-01,GOOGL,94.65350341796875,3773.860107421875,5461.68017578125,28091.05078125
2021-02-02,GOOGL,95.95600128173828,3826.31005859375,5563.10986328125,28362.169921875
2021-02-03,GOOGL,102.94400024414062,3830.169921875,5563.0498046875,28646.5
2021-02-04,GOOGL,102.68150329589844,3871.739990234375,5608.5400390625,28341.94921875
2021-02-05,GOOGL,104.44149780273438,3886.830078125,5659.259765625,28779.189453125
2021-02-08,GOOGL,104.22599792480469,3915.590087890625,5686.02978515625,29388.5
2021-02-09,GOOGL,103.76950073242188,3911.22998046875,5691.5400390625,29505.9296875
2021-02-10,GOOGL,104.3239974975586,3909.8798828125,5670.7998046875,29562.9296875
2021-02-11,GOOGL,104.4375,3916.3798828125,5669.81982421875,nan
2021-02-12,GOOGL,104.75150299072266,3934.830078125,5703.669921875,29520.0703125
2021-02-15,GOOGL,nan,nan,5786.25,30084.150390625
2021-02-16,GOOGL,105.53500366210938,3932.590087890625,5786.52978515625,30467.75
2021-02-17,GOOGL,105.93099975585938,3931.330078125,5765.83984375,30292.189453125
2021-02-18,GOOGL,105.29049682617188,3913.969970703125,5728.330078125,30236.08984375
2021-02-19,GOOGL,104.44049835205078,3906.7099609375,5773.5498046875,30017.919921875
2021-02-22,GOOGL,102.71299743652344,3876.5,5767.43994140625,30156.029296875
2021-02-23,GOOGL,103.00599670410156,3881.3701171875,5779.83984375,nan
2021-02-24,GOOGL,104.19049835205078,3925.429931640625,5797.97998046875,29671.69921875
2021-02-25,GOOGL,100.79750061035156,3829.340087890625,5783.89013671875,30168.26953125
2021-02-26,GOOGL,101.09549713134766,3811.14990234375,5703.22021484375,28966.009765625
2021-03-01,GOOGL,103.48300170898438,3901.820068359375,5792.7900390625,29663.5
2021-03-02,GOOGL,103.2239990234375,3870.2900390625,5809.72998046875,29408.169921875
2021-03-03,GOOGL,100.57050323486328,3819.719970703125,5830.06005859375,29559.099609375
2021-03-04,GOOGL,101.69650268554688,3768.469970703125,5830.64990234375,28930.109375
2021-03-05,GOOGL,104.85350036621094,3841.93994140625,5782.64990234375,28864.3203125
2021-03-08,GOOGL,100.375,3821.35009765625,5902.990234375,28743.25
2021-03-09,GOOGL,102.01799774169922,3875.43994140625,5924.97021484375,29027.939453125
2021-03-10,GOOGL,101.80950164794922,3898.81005859375,5990.5498046875,29036.560546875
